url,recommended_action
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/iraqi-meatballs-800g-frozen-automatic-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/premium-packed-frozen-foie-gras-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/chicken-thigh-steak-1kg-frozen-automatic-meat-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-charcoal-combo-grill-navada-canyon/,Manual review - target not HTTP-validated
https://compassgrill.co.il/כדור-ים-מתנפח-מצויר-בקוטר-51-ס-מ-intex-אינטקס/?search&sort=p.price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/chicken-thigh-steak-1kg-frozen-automatic-meat-247/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/sorted-brain-bones-sliced-6-8-pcs/?category_id=66836&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/bazalt/,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-1-1/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/hickory-blend-smoking-wood-9kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/high-quality-outdoor-kitchen-304-canada-model/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/veal-lamb-kebab-140g-6-pcs-pack/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/ריהוט-גן-ומוצרים-נלווים/מטבחי-גן-וציוד-נלווה/מעשנת-ארון-פלט-vertical-3/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מטבחי-גן-וציוד-נלווה/מעשנת-ארון-פלט-vertical-3/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מבצעי-השקה-24-03-23/מעשנת-פלט-טיילגייטר/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/גזיבו-איכותי-2-2-2-גובה-2-7-מ/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-rogue-xt-365sib-il-שחור/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-rogue-xt-365sib-il-שחור/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז-rogue-xt-365sib-il-שחור/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/argentina-beef-6/?category_id=66835&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-5-מבערים/גריל-גז-prestige-pro-665rsib/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/napoleon/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/napoleon/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/chicken-steak-teriyaki-1kg/?category_id=66836&sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/טאבונים-ומוצרים-לטאבונים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/eitan-meat-delicacies/chicken-steak-teriyaki-1kg,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/premium-certified-entrecote-pairs-vacuum-packed-500g/?category_id=66835&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat/fresh-beef/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-9/modular-outdoor-kitchens/128293-גריל-גז-סיזר-nero-6-מבערים-יחידת-מגירות-יחידת-כיור-caesar-nero-black/?category_id=80794&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/שייטל-פידלוט-מצונן-כ-2-ק-ג/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/שולחן-אש-westport/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/iraqi-meatballs-800g-frozen-automatic-247/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/addizio-גריל-גז-3-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/addizio-גריל-גז-3-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/romanian-kebab-homemade-650g-frozen-automatic-meat-247/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/אנטריקוט-פידלוט-בלאק-אנגוס-חצוי-טרי/?category_id=66835&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/אנטריקוט-פידלוט-בלאק-אנגוס-חצוי-טרי/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/אנטריקוט-פידלוט-בלאק-אנגוס-חצוי-טרי/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מעשנות-גרילים-וטנדור-מעשנות-גרילים-וטנדור-מעשנות-גרילים-וטנדור/boretti-ibrido-גריל-משולב-גז-פחמים/?category_id=97703,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/fresh-angus-sirloin-halved-2kg/?category_id=66835&sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-merguez-780g-frozen-automatic-meat-247/?category_id=125471&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-veal-chorizo-900g-tray-frozen-automatic-meat-247/?category_id=125471&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-קערת-אש/?sort=p.price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/iraqi-meatballs-800g-frozen-automatic-247/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/דיזה-למסנן-חול-emaux-אורך-115-מ-מ-אמוקס/?search&sort=p.price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/אנטריקוט-פידלוט-בלאק-אנגוס-copy-1/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/angus-filet-fl-block-1-5kg/?category_id=66835&sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנת-ארון-פלט-vertical-3/?category_id=34515&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/fresh-meat-eilat/fresh-angus-sirloin-halved-2kg-1/?category_id=125606&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/chicken-liver/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-veal-chorizo-900g-tray-frozen-automatic-meat-247/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשרים-קפואים/קבב-עגל-טלה-140-גר-6-יח-במארז/?category_id=66836,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/טחונים-קפואים/קבב-עגל-טלה-140-גר-6-יח-במארז/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/premium-sliced-lamb-ribs-6-pieces-tray/?category_id=66834&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/טחונים-קפואים/קבב-עגל-טלה-140-גר-6-יח-במארז/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/premium-packed-frozen-foie-gras/?category_id=66834&sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/frozen-meat/premium-packed-frozen-foie-gras/,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/denver-steak-fl-sliced-vacuum-packed-300g-1/?category_id=125606,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-ground-meat/cinnamon-kebab-on-stick-55g-12-pcs-tray/?category_id=66897&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/addizio,Manual review - target not HTTP-validated
https://compassgrill.co.il/שריר-אנגוס-מקוצב-קפוא-פידלוט-כ-1-ק-ג/?search&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/פחם-קוקוס-ללא-עשן/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מטבחי-גן-וציוד-נלווה/?sort=p.price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בריכות-intex-ספא-ואביזרים/בריכות-שחייה-ביתיות/,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז/גריל-גז-6-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/ריהוט-גן-ומוצרים-נלווים/מעשנת-ארון-פלט-vertical-3/?category_id=80649,Manual review - target not HTTP-validated
https://compassgrill.co.il/שקיות-ואקום-מחורצות-במידה-40-30/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/premium-packed-frozen-foie-gras/?category_id=66834&sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשרים-קפואים/premium-packed-frozen-foie-gras-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/o-f-b-lite-גריל-גז-מבער-עליון-סלמנדרה/?search&sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/שקיות-יישון-בשר-30-60-ס-מ-3-יחידות-umai-dry/?search&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/ultra-zyme-pro-אנזים-למניעת-לכלוכים-במים-לו-כלור/?search&sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/שקיות-ואקום-מחורצות-במידה-15-30/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/תנור-לסאונה-יבשה-עם-פיקוד-חיצוני-9kw-מוסטנג/?search&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/6-יח-שיפוד-נירוסטה-שטוח-לבשר-עופות-ירקות-700-3-20/?search&sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat-1/poultry/frozen-chicken-shawarma-1kg/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/premium-packed-frozen-foie-gras/,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מנגל-פחמים-ומנגל-לשיפודים/stainless-steel-charcoal-grill-for-6-skewers-foldable-with-bag/?category_id=36001&sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/פויקה-מספר-2/?search&sort=p.price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/קבב-עגל-טלה-140-גר-6-יח-במארז/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/קבב-עגל-טלה-140-גר-6-יח-במארז/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/kosher-calf-sweetbreads-argentina-1kg/?category_id=66836&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/romanian-kebab-homemade-650g-frozen-automatic-meat-247/?category_id=125471&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/flet-iron-feedlot-halak/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשרים-קפואים/קבב-עגל-טלה-140-גר-6-יח-במארז/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/קבב-עגל-טלה-140-גר-6-יח-במארז/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/קבב-עגל-טלה-140-גר-6-יח-במארז/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/קבב-עגל-טלה-140-גר-6-יח-במארז/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מנגל-פחמים-ומנגל-לשיפודים/stainless-steel-charcoal-grill-for-6-skewers-foldable-with-bag/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-rogue-xt-365sib-il-שחור/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-rogue-xt-365sib-il-שחור/?category_id=35202,Manual review - target not HTTP-validated
https://compassgrill.co.il/frozen-meat/kosher-calf-sweetbreads-argentina-1kg/?category_id=66836,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנת-ארון-פלט-vertical-3/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנת-ארון-פלט-vertical-3/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנות-פלט/מעשנת-ארון-פלט-vertical-3/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fresh-beef/black-angus-feedlot-shoulder-roast-no-5-2kg/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/sliced-feedlot-sirloin-1/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/butcher-kfar-saba/chicken-steak-teriyaki-1kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/sliced-feedlot-sirloin-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/sliced-feedlot-sirloin-1/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/kosher-calf-sweetbreads-argentina-1kg-1/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנת-ארון-פלט-vertical-3/?category_id=34515,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/?category_id=37972&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז/גריל-גז-5-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מעשנת-ארון-פלט-vertical-3/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מעשנות-וגרילים-טנדור/,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנת-ארון-פלט-vertical-3/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/cast-iron-tools-plov-cooking/dual-cast-iron-round-griddle-1/?category_id=35279&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מטבחי-חוץ-alumex/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/cast-iron-cooking-tools/dual-cast-iron-round-griddle-1/?category_id=35280&sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-1/מטבחי-חוץ-alumex/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/כלים-מברזל-ייצוק-1/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/?category_id=35280,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/cast-iron-tools-plov-cooking/dual-cast-iron-round-griddle-1/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-veal-chorizo-900g-tray-frozen-automatic-meat-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/romanian-kebab-homemade-650g-frozen-automatic-meat-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/kosher-calf-sweetbreads-argentina-1kg-1/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/kosher-calf-sweetbreads-argentina-1kg-1/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/צלי-כתף-מס-5-פרוס-בלאק-אנגוס-פידלוט/,Manual review - target not HTTP-validated
https://compassgrill.co.il/תנור-לסאונה-יבשה-עם-פיקוד-עצמי-6kw-מוסטנג/?search&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מטבחי-גן-וציוד-נלווה-1/מטבחי-גן-וציוד-נלווה/מטבח-חוץ-קלאסיק-1/?category_id=80794,Manual review - target not HTTP-validated
https://compassgrill.co.il/שקדי-עגל-מוכשר-ארגנטינה-חלואיות-כ-1-ק-ג/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/compass-skewers/leather-case-stainless-steel-skewers-2/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/cast-iron-tools-plov-cooking/dual-cast-iron-round-griddle-1/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/שיפודי-פרגית-קפוא-8-י-ח-שיפודים-כ-1-ק-ג/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat/frozen-ground-meat/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/?category_id=35279,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/teperberg-wines/teperberg-vizion-dry-white-750ml/?category_id=70397&sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מערכת-ישיבה-הוואי-לבן-1/?sort=pd.name&order=DESC&limit=15,Manual review - target not HTTP-validated
https://compassgrill.co.il/כלים-מברזל-ייצוק-1/קאזן-אסייתי-10-ליטר-עם-מכסה-מברזל-יצוק-ללא-ציפוי-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/כלים-מברזל-ייצוק-1/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry-3/frozen-chicken-skewers-5-units/?category_id=105748&sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/פלנצ-ה-צליה-עגולה-דו-צ-יציקת-ברזל-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מערכת-ישיבה-אסנטו/?sort=pd.name&order=DESC&limit=15,Manual review - target not HTTP-validated
https://compassgrill.co.il/cast-iron-cooking-tools/dual-cast-iron-round-griddle-1/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מזרן-ים-מלבני-intex-אינטקס/,Manual review - target not HTTP-validated
https://compassgrill.co.il/שיפוד-עם-ידית-עץ-עשוי-נירוסטה-730-3-12-מ-מ/?search&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat/,Manual review - target not HTTP-validated
https://compassgrill.co.il/cast-iron-cooking-tools/dual-cast-iron-round-griddle-1/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry-3/packed-chicken-hearts/?category_id=105748&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/אנטריקוט-פידלוט-בלאק-אנגוס-copy-1/?category_id=125471&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/תנור-לסאונה-יבשה-עם-פיקוד-עצמי-9kw-מוסטנג/?search&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat/frozen-ground-meat/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/כלים-מברזל-ייצוק-1/cast-iron-round-griddle-1/?category_id=35280,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen/מטבחי-חוץ-alumex/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/אנטריקוט-פידלוט-בלאק-אנגוס-חצוי-טרי-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/cut-lamb-spareribs/?category_id=66836&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/flet-iron-feedlot-halak/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-burger-880g-frozen-automatic-meat-247/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/oak-wood-for-smoking/hs-austrian-wood-brick/?category_id=97685&sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/tandoor-products-and-accessories/brass-brush-for-pizza-oven/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry-3/packed-chicken-hearts/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/skome-woods-chips/pear-wood-smoking-chunks/?category_id=97765,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-ground-meat/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-9/modular-outdoor-kitchens/128293-גריל-גז-סיזר-nero-6-מבערים-יחידת-מגירות-יחידת-כיור-caesar-nero-black/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-קערת-אש/?sort=p.price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/premium-sliced-lamb-ribs-6-pcs-tray/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/סו-וויד/pair-vacuum-bags-with-channeled-rolls-for-sous-vide/,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז/גריל-גז-4-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/tandoor-products-and-accessories/cozzepro17/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/whiskey-blend-oak-smoking-wood-9kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/fattened-angus-entrecote-sliced-pairs/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-9/modular-outdoor-kitchens/גריל-גז-סיזר-nero-6-מבערים-יחידת-מקרר-וכיור-יוקרתית/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-1-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/skome-woods-chips/pear-wood-smoking-chunks/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry-3/packed-chicken-hearts/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/boretti-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/chicken-liver/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/veal-patties-800g-frozen-automatic-247/?category_id=125471,Manual review - target not HTTP-validated
https://compassgrill.co.il/tandoor-products-and-accessories/essenza-pizza-peel-34cm/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/טנדיר-טנדור-כלי-בישול-וצליה-בחרס/persian/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry-3/frozen-chicken-shawarma-1kg/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-3-מבערים/addizio-גריל-גז-3-מבערים/?category_id=108375&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/sous-vide/sous-vide-ball-set/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מנגל-פחמים-ומנגל-לשיפודים/charcoal-grill-with-legs-for-8-skewers-foldable-with-bag/?category_id=36001&sort=rating&order=ASC,Manual review - target not HTTP-validated
